FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5ec,5179832,POINT (16.326908062954796 48.189757282110406),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5ed,5179833,POINT (16.402683347080576 48.2262538459017),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5ee,5179834,POINT (16.32896474126153 48.189875781493264),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5ef,5179835,POINT (16.32861719397896 48.18995628200796),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f0,5179836,POINT (16.403156098287365 48.22642801736343),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f1,5179837,POINT (16.418359589993564 48.166632368175314),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f2,5179838,POINT (16.40331740033362 48.18771894121652),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f3,5179839,POINT (16.502481365383236 48.22771361185187),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f4,5179840,POINT (16.422319033027673 48.276029288876494),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f5,5179841,POINT (16.423735319709444 48.27763009123212),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f6,5179842,POINT (16.441820839912616 48.24123900024871),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f7,5179843,POINT (16.390819091649494 48.222534800612486),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f8,5179844,POINT (16.390691512493444 48.223546278179604),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5f9,5179845,POINT (16.39073386783965 48.22350499385858),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5fa,5179846,POINT (16.389149383052636 48.295372347817505),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5fb,5179847,POINT (16.371254942055792 48.18691492661213),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5fc,5179848,POINT (16.34248383570045 48.21222708910066),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5fd,5179849,POINT (16.402375452779253 48.22569249705858),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5fe,5179850,POINT (16.318867791213254 48.1888499756565),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_5ff,5179851,POINT (16.386423224675667 48.291527904239544),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_600,5179852,POINT (16.401429390504532 48.182448280447154),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_601,5179853,POINT (16.309006078682643 48.24089222179368),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_602,5179854,POINT (16.31690930080557 48.18874851690932),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_603,5179855,POINT (16.347048049089235 48.19243947967669),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_604,5179856,POINT (16.307347862991172 48.24176331841649),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_605,5179857,POINT (16.350636001000687 48.186119533426),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_606,5179858,POINT (16.329955152239787 48.23443341890341),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_607,5179859,POINT (16.30931898384708 48.241218829959244),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_608,5179860,POINT (16.3917025266373 48.28949374863382),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_609,5179861,POINT (16.391638483217758 48.289317348560644),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60a,5179862,POINT (16.39877202868775 48.19114433359647),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60b,5179863,POINT (16.38890890276312 48.20244396145645),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60c,5179864,POINT (16.439038200944367 48.23173609128037),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60d,5179865,POINT (16.332702619026616 48.189269504195316),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60e,5179866,POINT (16.477712634138864 48.25375339933772),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_60f,5179867,POINT (16.477295093787838 48.25273313665714),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_610,5179868,POINT (16.31540716702374 48.20414351975088),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_611,5179869,POINT (16.31544157581769 48.204128581051975),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_612,5179870,POINT (16.304774976311673 48.24259497810203),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_613,5179871,POINT (16.31112105740422 48.196103072272926),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_614,5179872,POINT (16.399669870811113 48.25159749575276),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_615,5179873,POINT (16.35617008689808 48.20741197054392),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_616,5179874,POINT (16.389488287726948 48.14803549672974),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_617,5179875,POINT (16.346993599213828 48.18169504838921),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_618,5179876,POINT (16.41759604410038 48.18318337579767),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_619,5179877,POINT (16.41806761059168 48.18238573132511),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61a,5179878,POINT (16.38116139500185 48.17835210054733),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61b,5179879,POINT (16.36788585251925 48.18618527077327),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61c,5179880,POINT (16.449959001364775 48.23232579164224),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61d,5179881,POINT (16.383102076226045 48.17912489004603),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61e,5179882,POINT (16.334471400431536 48.24043443062977),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_61f,5179883,POINT (16.333878279422553 48.23897740748437),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_620,5179884,POINT (16.301786983172143 48.24301831329467),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_621,5179885,POINT (16.35642371636073 48.1532790894231),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_622,5179886,POINT (16.384292685451218 48.179498276323876),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_623,5179887,POINT (16.452953070134903 48.23741986623868),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_624,5179888,POINT (16.383871476043126 48.26988334385066),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_625,5179889,POINT (16.479057371470653 48.246198671876805),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_626,5179890,POINT (16.48883583492906 48.21272932353992),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_627,5180540,POINT (16.282032361737507 48.21677735408332),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_628,5180541,POINT (16.29509705399156 48.24642630018641),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_629,5180542,POINT (16.32153816419271 48.25552808286954),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62a,5180543,POINT (16.318200541012697 48.23893378562826),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62b,5180544,POINT (16.394741278817676 48.180761600442715),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62c,5180545,POINT (16.267238825673985 48.15092883133754),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62d,5180546,POINT (16.38627818682306 48.19315420689648),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62e,5180547,POINT (16.256456732102585 48.13279148224191),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_62f,5180548,POINT (16.28239218404617 48.13531627357224),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_630,5180549,POINT (16.281836740683524 48.13552593072267),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_631,5180550,POINT (16.28049447658877 48.135998234315586),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_632,5180551,POINT (16.344539970704044 48.207085558565474),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_633,5180552,POINT (16.327222343691773 48.21022878295214),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_634,5180553,POINT (16.307862342892143 48.213190265252834),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_635,5180554,POINT (16.35831744755905 48.21144844555968),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_636,5180555,POINT (16.39388286274342 48.216557286492446),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_637,5180556,POINT (16.33451269269753 48.20623454927657),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_638,5180557,POINT (16.349046204159844 48.20069084895256),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_639,5180558,POINT (16.3491149652537 48.20223769011557),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63a,5180559,POINT (16.367015448638266 48.19381110391625),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63b,5180560,POINT (16.26253214295729 48.21870248946273),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63c,5180561,POINT (16.348980911440517 48.2015670626355),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63d,5180562,POINT (16.345303414809656 48.2120405106081),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63e,5180563,POINT (16.370750140551866 48.18600512808106),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_63f,5180564,POINT (16.3643317555125 48.220064160345075),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_640,5180565,POINT (16.339377410700962 48.21593883079499),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_641,5180566,POINT (16.3501884454565 48.191880799742876),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_642,5180567,POINT (16.34361374219648 48.20907826758008),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_643,5180568,POINT (16.44597072129005 48.23044302478899),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_644,5180569,POINT (16.353080143264428 48.188127462146674),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_645,5180570,POINT (16.38532872070722 48.197255803712736),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_646,5180571,POINT (16.383016727181005 48.21317707765681),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_647,5180572,POINT (16.345620487383513 48.21443435925896),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_648,5180573,POINT (16.365266275362163 48.19452278438058),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_649,5180574,POINT (16.343142844817713 48.20166278183493),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64a,5180575,POINT (16.36419709479801 48.20664913536981),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64b,5180576,POINT (16.310035198674633 48.125989494630176),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64c,5180577,POINT (16.36654313540103 48.177824776442016),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64d,5180578,POINT (16.399020039850004 48.19234229324753),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64e,5180579,POINT (16.37114739877313 48.17079705842297),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_64f,5180580,POINT (16.363579328295497 48.191689893680376),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_650,5180581,POINT (16.37641746165132 48.20171820721244),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_651,5180582,POINT (16.36953997790631 48.20921883738774),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_652,5180583,POINT (16.340832205570695 48.209442709743875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_653,5180660,POINT (16.438262811418785 48.24598882066859),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_654,5180661,POINT (16.473881340365946 48.159009374991854),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_655,5180662,POINT (16.330140284887236 48.175353695130575),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_656,5180663,POINT (16.35715983206684 48.20546790467653),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_657,5180664,POINT (16.342644562411024 48.255758034554454),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_658,5180665,POINT (16.318111847758843 48.19027483822856),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_659,5180666,POINT (16.342072795249166 48.19628271997627),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65a,5180667,POINT (16.338621267636704 48.195664090044545),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65b,5180676,POINT (16.23602558832115 48.13696516948016),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65c,5180677,POINT (16.346216731558428 48.19707935305758),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65d,5180678,POINT (16.327311118752558 48.19923982213194),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65e,5180679,POINT (16.294876051497198 48.147350864947796),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_65f,5180680,POINT (16.332537570274784 48.20823312290465),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_660,5180681,POINT (16.379829354862522 48.21791390272887),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_661,5180682,POINT (16.351183229340528 48.198824050896285),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_662,5180683,POINT (16.32433220552366 48.1849248572972),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_663,5180684,POINT (16.291878755346552 48.25420197304646),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_664,5180685,POINT (16.283923030184905 48.17832253360603),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_665,5180686,POINT (16.35528183766447 48.20020962991376),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_666,5180687,POINT (16.349380480880882 48.19945901437518),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_667,5180688,POINT (16.314449150795614 48.201070595108),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_668,5180689,POINT (16.33985551926499 48.191901012400116),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_669,5180690,POINT (16.334620608917024 48.19261019927468),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66a,5180691,POINT (16.30997254103946 48.21247623792982),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66b,5180692,POINT (16.336265488611296 48.198628821325215),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66c,5180693,POINT (16.348965210095372 48.197972416096384),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66d,5180694,POINT (16.387946403841532 48.22809782648752),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66e,5180695,POINT (16.344235368698193 48.196644604764316),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_66f,5180696,POINT (16.3383355546364 48.21325080489221),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_670,5180697,POINT (16.359304529172416 48.187741992940325),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_671,5180698,POINT (16.345221232172843 48.20706703066075),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_672,5180699,POINT (16.389874823048885 48.192374757284206),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_673,5180700,POINT (16.393319214375914 48.22885867615932),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_674,5180701,POINT (16.4059837124786 48.210230785765425),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_675,5180702,POINT (16.383883365624385 48.22366943633287),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_676,5180703,POINT (16.3496419611361 48.199962656382894),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_677,5180704,POINT (16.380077417049062 48.21932340503074),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_678,5180705,POINT (16.373756061429543 48.18722914588754),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_679,5180706,POINT (16.37573974071927 48.22062530502478),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67a,5180707,POINT (16.316131272684135 48.1406922220313),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67b,5180708,POINT (16.378165468010042 48.20674943717275),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67c,5180709,POINT (16.346829729223227 48.20288903372694),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67d,5180710,POINT (16.375478876078233 48.1940841778276),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67e,5180711,POINT (16.235971090077545 48.20437877106043),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_67f,5180712,POINT (16.365543586894002 48.24068271015144),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_680,5180713,POINT (16.309995121253674 48.129933499610374),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_681,5180714,POINT (16.365613118488792 48.19719968342527),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_682,5180715,POINT (16.383887194460502 48.218580613713236),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_683,5180716,POINT (16.385827574349793 48.197852089378145),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_684,5180717,POINT (16.369871925413722 48.185851964698976),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_685,5180718,POINT (16.351305651775352 48.20198882796015),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_686,5180719,POINT (16.36487474773472 48.18893565711956),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_687,5180720,POINT (16.373090507313005 48.20892007153875),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_688,5180721,POINT (16.31714298714755 48.22550436468883),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_689,5180722,POINT (16.393341731929638 48.21989994056827),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68a,5180723,POINT (16.324019693302688 48.21071772104113),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68b,5180724,POINT (16.363356932008717 48.19371573728388),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68c,5180725,POINT (16.31908447629724 48.21146908075908),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68d,5180726,POINT (16.39549497364852 48.20397941311698),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68e,5180727,POINT (16.35618498090181 48.200323724778414),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_68f,5180728,POINT (16.364058302717357 48.232214338383166),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_690,5180729,POINT (16.415073027936796 48.24711891781247),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_691,5180730,POINT (16.326879438865276 48.157130382912236),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_692,5180731,POINT (16.28410863220995 48.21997245614362),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_693,5180732,POINT (16.261977361580175 48.20117068973583),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_694,5180733,POINT (16.377802582028007 48.16141798566668),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_695,5180734,POINT (16.389471894356653 48.19111931419695),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_696,5180735,POINT (16.376838892293517 48.19478535272948),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_697,5180736,POINT (16.338419477730877 48.18709259120466),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_698,5180737,POINT (16.352266224364303 48.20228584576965),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_699,5180738,POINT (16.32025430912454 48.20532555508912),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69a,5180739,POINT (16.337397440676607 48.201731124137375),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69b,5180740,POINT (16.367967938043343 48.220548838073675),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69c,5180741,POINT (16.369011942994486 48.20500492218244),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69d,5180742,POINT (16.35394063058396 48.199788100897784),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69e,5180743,POINT (16.36060637314428 48.209315016328084),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_69f,5180744,POINT (16.41539312878977 48.242536073103885),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_6a0,5180745,POINT (16.368151898844665 48.19082950436378),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_6a1,5180746,POINT (16.353732122492286 48.18550667200006),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_6a2,5180747,POINT (16.407152270514928 48.23007498481378),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid--9378c8a_1938f5d5220_6a3,5180748,POINT (16.40566637053311 48.16648389133348),Trinkhydrant mit Tränke,18,
